1.000000000000000000e+00,5.748357076505616448e+01,1.309965136508764090e+02
2.000000000000000000e+00,5.430867849414407544e+01,1.249652434588380032e+02
3.000000000000000000e+00,5.823844269050346156e+01,1.144933656893386740e+02
4.000000000000000000e+00,6.261514928204012875e+01,1.306856297480602791e+02
5.000000000000000000e+00,5.382923312638332192e+01,1.193769628627389494e+02
6.000000000000000000e+00,5.382931521525409835e+01,1.347359243063518193e+02
7.000000000000000000e+00,6.289606407753695549e+01,1.208057576576619709e+02
8.000000000000000000e+00,5.883717364576454401e+01,1.454993440501754094e+02
9.000000000000000000e+00,5.265262807032524250e+01,1.221674670766376352e+02
1.000000000000000000e+01,5.771280021792982495e+01,1.267793848379432404e+02
1.100000000000000000e+01,5.268291153593769138e+01,1.381351721736967022e+02
1.200000000000000000e+01,5.267135123214871584e+01,1.176913568356604429e+02
1.300000000000000000e+01,5.620981135783016924e+01,1.322745993460412990e+02
1.400000000000000000e+01,4.543359877671100833e+01,1.430714275428242672e+02
1.500000000000000000e+01,4.637541083743483483e+01,1.139251676543877210e+02
1.600000000000000000e+01,5.218856235379513464e+01,1.318463385853230534e+02
1.700000000000000000e+01,4.993584439832788036e+01,1.325988279424842347e+02
1.800000000000000000e+01,5.657123666297636788e+01,1.378182287177731098e+02
1.900000000000000000e+01,5.045987962239394164e+01,1.176304928912191770e+02
2.000000000000000000e+01,4.793848149332354325e+01,1.167954338691572360e+02
2.100000000000000000e+01,6.232824384460776912e+01,1.352194156561689624e+02
2.200000000000000000e+01,5.387111849756732340e+01,1.329698467323318596e+02
2.300000000000000000e+01,5.533764102343961611e+01,1.325049285034587569e+02
2.400000000000000000e+01,4.787625906893271832e+01,1.334644820949697532e+02
2.500000000000000000e+01,5.227808637737408759e+01,1.231997527842150930e+02
2.600000000000000000e+01,5.555461294854933385e+01,1.323225369716100488e+02
2.700000000000000000e+01,4.924503211288848803e+01,1.329307247329868176e+02
2.800000000000000000e+01,5.687849009172835935e+01,1.228564858197363208e+02
2.900000000000000000e+01,5.199680655040597799e+01,1.486577451114475537e+02
3.000000000000000000e+01,5.354153125103361788e+01,1.347383292091178646e+02
3.100000000000000000e+01,5.199146693885301573e+01,1.180869650279735197e+02
3.200000000000000000e+01,6.426139092254469176e+01,1.365655360863382839e+02
3.300000000000000000e+01,5.493251387631033111e+01,1.202531832977267925e+02
3.400000000000000000e+01,4.971144535522049779e+01,1.378708460374245135e+02
3.500000000000000000e+01,5.911272456051594304e+01,1.415859557900740526e+02
3.600000000000000000e+01,4.889578175014489148e+01,1.217931768164828981e+02
3.700000000000000000e+01,5.604431797502378032e+01,1.396337612924432108e+02
3.800000000000000000e+01,4.520164938060112547e+01,1.341278092693649739e+02
3.900000000000000000e+01,4.835906975550784637e+01,1.382206015999448994e+02
4.000000000000000000e+01,5.598430617934561582e+01,1.489679298265394891e+02
4.100000000000000000e+01,5.869233289997705327e+01,1.275461188399712995e+02
4.200000000000000000e+01,5.585684140594985081e+01,1.224626383564251029e+02
4.300000000000000000e+01,5.442175858805880040e+01,1.211048557037447608e+02
4.400000000000000000e+01,5.349448152205355456e+01,1.218418971503456163e+02
4.500000000000000000e+01,4.760739004816286268e+01,1.292289829058589703e+02
4.600000000000000000e+01,5.140077895802645713e+01,1.334115197481664268e+02
4.700000000000000000e+01,5.269680614520106587e+01,1.327669079933001797e+02
4.800000000000000000e+01,6.028561113109457636e+01,1.382718324903602252e+02
4.900000000000000000e+01,5.671809144784230483e+01,1.301300189187790579e+02
5.000000000000000000e+01,4.618479922318633157e+01,1.445353407715731748e+02
5.100000000000000000e+01,5.662041984697397368e+01,1.273534316676204412e+02
5.200000000000000000e+01,5.307458859791842087e+01,1.572016916658961918e+02
5.300000000000000000e+01,5.161538999847020648e+01,1.362566734776500539e+02
5.400000000000000000e+01,5.805838144420433622e+01,1.214284244358371723e+02
5.500000000000000000e+01,6.015499761247975385e+01,1.192910750193888703e+02
5.600000000000000000e+01,5.965640059558099040e+01,1.348247241524318554e+02
5.700000000000000000e+01,5.080391238388681074e+01,1.277653721467414982e+02
5.800000000000000000e+01,5.345393812074392770e+01,1.371400049409209316e+02
5.900000000000000000e+01,5.665631715701781701e+01,1.347323762457354519e+02
6.000000000000000000e+01,5.987772563561179595e+01,1.292717108734312603e+02
6.100000000000000000e+01,5.260412881077355252e+01,1.215320628193159536e+02
6.200000000000000000e+01,5.407170511668091706e+01,1.148515277531413545e+02
6.300000000000000000e+01,4.946832512996985542e+01,1.255348504793297906e+02
6.400000000000000000e+01,4.901896687959664689e+01,1.385639879432347357e+02
6.500000000000000000e+01,5.906262911197099186e+01,1.321409374413020430e+02
6.600000000000000000e+01,6.178120014285411798e+01,1.175426122128801154e+02
6.700000000000000000e+01,5.463994939209833035e+01,1.317318092585118166e+02
6.800000000000000000e+01,6.001766448946011678e+01,1.338531737972883775e+02
6.900000000000000000e+01,5.680818012523817373e+01,1.211614256379886712e+02
7.000000000000000000e+01,5.177440122697437630e+01,1.315372510594552864e+02
7.100000000000000000e+01,5.680697802754207260e+01,1.305820871844599935e+02
7.200000000000000000e+01,6.269018283232984601e+01,1.185702970216937615e+02
7.300000000000000000e+01,5.482086980445023983e+01,1.335778736034828285e+02
7.400000000000000000e+01,6.282321827907003353e+01,1.356078452636823499e+02
7.500000000000000000e+01,4.190127447955127593e+01,1.408305124317527657e+02
7.600000000000000000e+01,5.910951252187611971e+01,1.405380205203490220e+02
7.700000000000000000e+01,5.543523534119085383e+01,1.162233063204290886e+02
7.800000000000000000e+01,5.350496324767066625e+01,1.206217496008487728e+02
7.900000000000000000e+01,5.545880388267751471e+01,1.351503526720865977e+02
8.000000000000000000e+01,4.506215542699553822e+01,1.351378595091220802e+02
8.100000000000000000e+01,5.390164056081243871e+01,1.351504768630604758e+02
8.200000000000000000e+01,5.678556285755873034e+01,1.685273149065472182e+02
8.300000000000000000e+01,6.238947022370758333e+01,1.357089051069316668e+02
8.400000000000000000e+01,5.240864890863176129e+01,1.413556564018059873e+02
8.500000000000000000e+01,5.095753198553406094e+01,1.395400176349320134e+02
8.600000000000000000e+01,5.249121478207731428e+01,1.365139125130579885e+02
8.700000000000000000e+01,5.957701058851036890e+01,1.268473075535965506e+02
8.800000000000000000e+01,5.664375554829842230e+01,1.375896922049326747e+02
8.900000000000000000e+01,5.235119898116480641e+01,1.222717478546242802e+02
9.000000000000000000e+01,5.756633716556677882e+01,1.276318139325999113e+02
9.100000000000000000e+01,5.548538774674020146e+01,1.251463645217089606e+02
9.200000000000000000e+01,5.984322495266444264e+01,1.308187413938632346e+02
9.300000000000000000e+01,5.148973453061324079e+01,1.531465856667350920e+02
9.400000000000000000e+01,5.336168926701115822e+01,1.113273480740825221e+02
9.500000000000000000e+01,5.303945923433921195e+01,1.368626019037451442e+02
9.600000000000000000e+01,4.768242525933941067e+01,1.138728412881034870e+02
9.700000000000000000e+01,5.648060138532287766e+01,1.252806813421056660e+02
9.800000000000000000e+01,5.630527636089944821e+01,1.408895059696736496e+02
9.900000000000000000e+01,5.502556728321230395e+01,1.306428001909546310e+02
1.000000000000000000e+02,5.382706433312426242e+01,1.192225522207069446e+02
1.010000000000000000e+02,4.792314628974792612e+01,1.228469629074003251e+02
1.020000000000000000e+02,5.289677338617320856e+01,1.367959774893467682e+02
